crime_id,crime_type,date,time,day_of_week,month,hour,latitude,longitude,area,severity,suspect_age_group,suspect_gender,suspect_prior_record,weapon_used,arrest_made,risk_level
CR-04631,Burglary,2024-02-14,14:11,Wednesday,2,14,13.041826,80.243661,T. Nagar,Medium,26-35,Male,Yes,Knife,No,Medium Risk
CR-04632,Fraud,2024-12-04,18:32,Wednesday,12,18,13.039912,80.163275,Porur,Medium,26-35,Male,No,None,Yes,Medium Risk
CR-04633,Theft,2024-11-13,20:48,Wednesday,11,20,13.001169,80.221022,Guindy,Low,46+,Male,Yes,Blunt Object,Yes,Medium Risk
CR-04634,Robbery,2023-04-19,13:33,Wednesday,4,13,12.989748,80.226302,Velachery,High,46+,Male,Yes,Knife,No,High Risk
CR-04635,Cybercrime,2022-12-06,05:35,Tuesday,12,5,12.93337,80.093999,Tambaram,Medium,18-25,Male,No,None,Yes,Medium Risk
CR-04636,Fraud,2024-10-16,17:56,Wednesday,10,17,12.925172,80.099304,Tambaram,Medium,36-45,Male,No,Blunt Object,Yes,Medium Risk
CR-04637,Theft,2023-06-05,18:39,Monday,6,18,12.980726,80.206012,Velachery,Low,18-25,Male,No,None,No,Low Risk
CR-04638,Drug Offense,2023-12-16,20:59,Saturday,12,20,12.982003,80.232576,Velachery,Medium,46+,Male,Yes,None,Yes,High Risk
CR-04639,Assault,2024-02-06,16:11,Tuesday,2,16,13.090419,80.202447,Anna Nagar,High,18-25,Female,Yes,Knife,No,High Risk
CR-04640,Kidnapping,2021-10-15,12:26,Friday,10,12,12.964988,80.157164,Chromepet,High,26-35,Female,No,Firearm,Yes,Medium Risk
CR-04641,Assault,2024-10-30,08:36,Wednesday,10,8,13.087242,80.26362,Egmore,High,36-45,Female,No,Knife,No,Medium Risk
CR-04642,Assault,2022-07-09,10:20,Saturday,7,10,12.978381,80.216514,Velachery,High,26-35,Male,Yes,Blunt Object,Yes,High Risk
CR-04643,Theft,2023-04-03,11:50,Monday,4,11,13.043274,80.159028,Porur,Low,18-25,Female,Yes,None,No,Low Risk
CR-04644,Assault,2021-12-10,20:17,Friday,12,20,12.930812,80.097545,Tambaram,High,18-25,Male,No,None,Yes,Medium Risk
CR-04645,Vandalism,2022-08-29,13:32,Monday,8,13,13.006117,80.261396,Adyar,Low,26-35,Male,No,None,No,Low Risk
CR-04646,Theft,2022-09-06,23:42,Tuesday,9,23,13.039893,80.266063,Mylapore,Low,26-35,Male,No,None,Yes,Low Risk
CR-04647,Assault,2022-10-28,22:24,Friday,10,22,12.987379,80.226273,Velachery,High,26-35,Male,Yes,Firearm,No,High Risk
CR-04648,Burglary,2024-11-18,07:03,Monday,11,7,13.080214,80.203196,Anna Nagar,Medium,18-25,Male,Yes,None,Yes,Medium Risk
CR-04649,Burglary,2021-02-10,09:48,Wednesday,2,9,12.899711,80.234354,Sholinganallur,Medium,18-25,Male,No,Firearm,Yes,Medium Risk
CR-04650,Assault,2024-11-14,12:39,Thursday,11,12,13.007742,80.218317,Guindy,High,18-25,Male,No,Blunt Object,No,Medium Risk
CR-04651,Fraud,2022-07-14,11:39,Thursday,7,11,12.967009,80.227911,Velachery,Medium,46+,Male,Yes,None,No,Medium Risk
CR-04652,Fraud,2024-11-24,20:16,Sunday,11,20,13.095742,80.207102,Anna Nagar,Medium,46+,Male,Yes,None,No,Medium Risk
CR-04653,Fraud,2023-07-30,08:55,Sunday,7,8,12.629472,80.171697,Mamallapuram,Medium,18-25,Male,No,None,Yes,Low Risk
CR-04654,Theft,2024-09-27,21:12,Friday,9,21,13.01377,80.246357,Adyar,Low,18-25,Male,No,None,No,Low Risk
CR-04655,Homicide,2022-06-10,19:04,Friday,6,19,12.965068,80.132612,Chromepet,High,46+,Male,Yes,None,Yes,Medium Risk
CR-04656,Vandalism,2024-05-08,11:03,Wednesday,5,11,12.90102,80.225509,Sholinganallur,Low,36-45,Male,Yes,Blunt Object,No,Low Risk
CR-04657,Robbery,2022-01-17,02:13,Monday,1,2,13.089873,80.203651,Anna Nagar,High,36-45,Male,No,Knife,Yes,Medium Risk
CR-04658,Theft,2021-01-06,22:24,Wednesday,1,22,13.078028,80.261301,Egmore,Low,46+,Male,Yes,Knife,No,Medium Risk
CR-04659,Vandalism,2021-08-28,20:10,Saturday,8,20,13.081462,80.209669,Anna Nagar,Low,26-35,Female,No,Blunt Object,No,Medium Risk
CR-04660,Theft,2024-04-14,22:28,Sunday,4,22,12.994047,80.258996,Adyar,Low,26-35,Male,Yes,None,No,Medium Risk
CR-04661,Robbery,2022-02-17,03:06,Thursday,2,3,12.977663,80.218762,Velachery,High,36-45,Male,Yes,None,No,High Risk
CR-04662,Drug Offense,2023-10-07,10:12,Saturday,10,10,12.952057,80.126992,Chromepet,Medium,18-25,Male,No,None,No,Medium Risk
CR-04663,Drug Offense,2023-02-01,12:34,Wednesday,2,12,13.033766,80.233354,T. Nagar,Medium,26-35,Male,Yes,None,No,Medium Risk
CR-04664,Robbery,2024-04-04,15:16,Thursday,4,15,13.029123,80.152422,Porur,High,18-25,Female,No,Knife,No,Medium Risk
CR-04665,Drug Offense,2023-09-28,21:34,Thursday,9,21,12.934221,80.138259,Chromepet,Medium,26-35,Male,Yes,None,Yes,Medium Risk
CR-04666,Fraud,2021-07-25,18:59,Sunday,7,18,12.921562,80.100461,Tambaram,Medium,26-35,Male,Yes,None,No,Medium Risk
CR-04667,Theft,2024-12-06,16:34,Friday,12,16,12.987708,80.257011,Adyar,Low,26-35,Male,Yes,None,No,Low Risk
CR-04668,Burglary,2022-03-24,16:12,Thursday,3,16,12.99304,80.224152,Guindy,Medium,46+,Male,Yes,Blunt Object,No,Medium Risk
CR-04669,Theft,2022-10-25,09:56,Tuesday,10,9,13.038063,80.229628,T. Nagar,Low,36-45,Male,No,Firearm,No,Low Risk
CR-04670,Theft,2021-12-28,15:34,Tuesday,12,15,13.075259,80.214552,Anna Nagar,Low,18-25,Male,Yes,None,No,Low Risk
CR-04671,Fraud,2023-04-04,19:26,Tuesday,4,19,13.037109,80.159013,Porur,Medium,18-25,Male,No,None,No,Low Risk
CR-04672,Kidnapping,2021-08-15,19:49,Sunday,8,19,12.978959,80.223548,Velachery,High,36-45,Female,No,Knife,Yes,Medium Risk
CR-04673,Theft,2023-12-18,09:08,Monday,12,9,12.886556,80.224137,Sholinganallur,Low,18-25,Male,Yes,None,Yes,Low Risk
CR-04674,Robbery,2022-10-04,19:40,Tuesday,10,19,13.003255,80.225002,Guindy,High,26-35,Male,No,Knife,No,Medium Risk
CR-04675,Theft,2024-05-16,10:33,Thursday,5,10,13.065473,80.257402,Egmore,Low,26-35,Male,Yes,None,Yes,Low Risk
CR-04676,Fraud,2022-06-12,17:55,Sunday,6,17,12.997613,80.268993,Adyar,Medium,36-45,Male,Yes,None,Yes,Medium Risk
CR-04677,Theft,2022-09-06,22:56,Tuesday,9,22,13.03649,80.266369,Mylapore,Low,36-45,Male,Yes,None,No,Medium Risk
CR-04678,Burglary,2022-08-07,15:10,Sunday,8,15,12.947395,80.153969,Chromepet,Medium,18-25,Male,Yes,Firearm,Yes,Medium Risk
CR-04679,Assault,2022-11-19,11:50,Saturday,11,11,12.922236,80.097209,Tambaram,High,18-25,Male,Yes,None,No,Medium Risk
CR-04680,Theft,2024-10-15,09:29,Tuesday,10,9,13.001585,80.269389,Adyar,Low,46+,Male,No,None,No,Low Risk
CR-04681,Drug Offense,2024-06-12,17:22,Wednesday,6,17,13.038202,80.242878,T. Nagar,Medium,18-25,Male,No,None,Yes,Low Risk
CR-04682,Vandalism,2021-04-30,22:49,Friday,4,22,13.032227,80.261183,Mylapore,Low,18-25,Male,No,None,No,Low Risk
CR-04683,Assault,2024-04-04,22:34,Thursday,4,22,12.953256,80.151676,Chromepet,High,46+,Male,Yes,Firearm,No,High Risk
CR-04684,Robbery,2021-03-29,19:04,Monday,3,19,13.069331,80.213784,Anna Nagar,High,46+,Male,Yes,Firearm,No,High Risk
CR-04685,Homicide,2021-01-03,16:09,Sunday,1,16,13.004554,80.250773,Adyar,High,26-35,Male,Yes,Knife,Yes,High Risk
CR-04686,Robbery,2024-11-12,07:54,Tuesday,11,7,12.616238,80.197111,Mamallapuram,High,36-45,Male,No,Knife,No,High Risk
CR-04687,Burglary,2021-05-26,12:36,Wednesday,5,12,12.898715,80.232153,Sholinganallur,Medium,26-35,Male,No,None,Yes,Low Risk
CR-04688,Theft,2024-03-31,11:51,Sunday,3,11,13.025499,80.270376,Mylapore,Low,18-25,Female,Yes,None,Yes,Low Risk
CR-04689,Drug Offense,2021-01-04,06:47,Monday,1,6,13.033223,80.277895,Mylapore,Medium,18-25,Male,No,None,Yes,Low Risk
CR-04690,Assault,2024-07-17,14:06,Wednesday,7,14,12.957561,80.136582,Chromepet,High,18-25,Female,No,None,Yes,Medium Risk
CR-04691,Theft,2021-11-18,23:23,Thursday,11,23,13.067899,80.274669,Egmore,Low,26-35,Male,No,None,No,Low Risk
CR-04692,Drug Offense,2024-06-05,19:18,Wednesday,6,19,13.041397,80.165013,Porur,Medium,46+,Female,No,Firearm,No,Medium Risk
CR-04693,Assault,2021-05-31,10:16,Monday,5,10,12.959732,80.151851,Chromepet,High,36-45,Male,No,Firearm,No,Medium Risk
CR-04694,Drug Offense,2023-02-09,06:46,Thursday,2,6,12.889267,80.220286,Sholinganallur,Medium,26-35,Male,No,None,No,Low Risk
CR-04695,Assault,2023-06-14,20:15,Wednesday,6,20,12.927507,80.097936,Tambaram,High,18-25,Male,No,Blunt Object,Yes,High Risk
CR-04696,Fraud,2021-10-12,15:38,Tuesday,10,15,13.000625,80.249701,Adyar,Medium,18-25,Male,No,None,No,Low Risk
CR-04697,Assault,2023-02-08,08:05,Wednesday,2,8,13.073557,80.22004,Anna Nagar,High,18-25,Male,Yes,Blunt Object,Yes,High Risk
CR-04698,Theft,2022-11-13,20:27,Sunday,11,20,13.075894,80.204344,Anna Nagar,Low,26-35,Male,No,None,Yes,Low Risk
CR-04699,Drug Offense,2022-03-18,09:20,Friday,3,9,12.937487,80.155717,Chromepet,Medium,36-45,Male,Yes,None,Yes,Medium Risk
CR-04700,Theft,2021-02-13,11:30,Saturday,2,11,13.085412,80.202521,Anna Nagar,Low,18-25,Male,Yes,Knife,No,Medium Risk
CR-04701,Theft,2024-05-31,13:08,Friday,5,13,13.036135,80.22993,T. Nagar,Low,26-35,Male,No,None,No,Low Risk
CR-04702,Burglary,2023-11-09,13:24,Thursday,11,13,12.976979,80.217241,Velachery,Medium,46+,Female,Yes,Blunt Object,No,Medium Risk
CR-04703,Burglary,2024-02-20,20:37,Tuesday,2,20,13.053523,80.255705,Mylapore,Medium,18-25,Male,No,None,Yes,Medium Risk
CR-04704,Assault,2021-03-31,05:09,Wednesday,3,5,12.992817,80.255398,Adyar,High,26-35,Male,No,None,Yes,Medium Risk
CR-04705,Robbery,2021-04-24,07:23,Saturday,4,7,12.90874,80.098443,Tambaram,High,46+,Female,No,Knife,Yes,Medium Risk
CR-04706,Fraud,2022-07-27,13:21,Wednesday,7,13,12.983822,80.213429,Velachery,Medium,36-45,Male,No,None,No,Low Risk
CR-04707,Robbery,2024-02-13,19:22,Tuesday,2,19,13.050543,80.236995,T. Nagar,High,18-25,Female,No,Knife,No,Medium Risk
CR-04708,Burglary,2021-01-29,19:54,Friday,1,19,12.932108,80.098441,Tambaram,Medium,18-25,Male,No,Firearm,Yes,Medium Risk
CR-04709,Drug Offense,2022-08-27,14:32,Saturday,8,14,12.958667,80.142665,Chromepet,Medium,46+,Male,No,None,Yes,Low Risk
CR-04710,Assault,2024-04-13,18:51,Saturday,4,18,12.9918,80.255806,Adyar,High,18-25,Female,Yes,Blunt Object,No,High Risk
CR-04711,Homicide,2024-12-05,13:12,Thursday,12,13,12.99999,80.259159,Adyar,High,18-25,Male,Yes,Knife,No,High Risk
CR-04712,Theft,2021-03-20,17:40,Saturday,3,17,12.900007,80.214728,Sholinganallur,Low,18-25,Male,No,None,No,Low Risk
CR-04713,Vandalism,2022-03-06,09:48,Sunday,3,9,13.004075,80.25015,Adyar,Low,26-35,Female,No,Knife,No,Low Risk
CR-04714,Cybercrime,2024-07-19,20:08,Friday,7,20,13.08131,80.214216,Anna Nagar,Medium,18-25,Male,No,None,No,Medium Risk
CR-04715,Burglary,2023-11-02,11:56,Thursday,11,11,13.037198,80.155299,Porur,Medium,36-45,Male,No,None,Yes,Low Risk
CR-04716,Homicide,2023-12-01,12:33,Friday,12,12,13.093129,80.255839,Egmore,High,26-35,Male,No,Blunt Object,Yes,Medium Risk
CR-04717,Theft,2024-02-04,14:46,Sunday,2,14,13.005822,80.204667,Guindy,Low,36-45,Female,No,None,Yes,Low Risk
CR-04718,Drug Offense,2024-05-30,19:41,Thursday,5,19,13.079936,80.201121,Anna Nagar,Medium,26-35,Male,Yes,None,Yes,Low Risk
CR-04719,Kidnapping,2024-09-02,20:45,Monday,9,20,13.082115,80.271738,Egmore,High,18-25,Male,No,Firearm,No,High Risk
CR-04720,Fraud,2022-01-19,18:28,Wednesday,1,18,13.024281,80.253814,Mylapore,Medium,26-35,Male,Yes,None,Yes,Medium Risk
CR-04721,Assault,2023-10-17,20:13,Tuesday,10,20,12.994622,80.25187,Adyar,High,18-25,Male,Yes,Blunt Object,Yes,High Risk
CR-04722,Drug Offense,2022-12-10,20:34,Saturday,12,20,13.082146,80.218478,Anna Nagar,Medium,18-25,Female,No,Knife,Yes,Medium Risk
CR-04723,Drug Offense,2024-09-11,09:04,Wednesday,9,9,13.004402,80.211138,Guindy,Medium,18-25,Male,No,None,No,Low Risk
CR-04724,Assault,2023-06-26,18:16,Monday,6,18,13.031104,80.275796,Mylapore,High,18-25,Female,No,Knife,No,Medium Risk
CR-04725,Cybercrime,2021-09-16,11:49,Thursday,9,11,12.935176,80.076577,Tambaram,Medium,26-35,Male,No,None,Yes,Low Risk
CR-04726,Vandalism,2021-03-23,23:13,Tuesday,3,23,13.024866,80.165372,Porur,Low,18-25,Female,Yes,Blunt Object,Yes,Medium Risk
CR-04727,Fraud,2021-05-19,09:43,Wednesday,5,9,13.007312,80.259019,Adyar,Medium,18-25,Male,No,None,Yes,Low Risk
CR-04728,Burglary,2021-08-09,12:26,Monday,8,12,13.006177,80.224041,Guindy,Medium,18-25,Male,Yes,None,Yes,Medium Risk
CR-04729,Robbery,2021-06-15,20:00,Tuesday,6,20,12.914967,80.099262,Tambaram,High,18-25,Male,Yes,Firearm,No,High Risk
CR-04730,Fraud,2023-04-21,10:30,Friday,4,10,13.038872,80.262887,Mylapore,Medium,18-25,Male,No,None,Yes,Low Risk
CR-04731,Theft,2024-10-04,18:03,Friday,10,18,13.080552,80.214166,Anna Nagar,Low,18-25,Male,No,None,No,Low Risk
CR-04732,Fraud,2024-05-28,18:21,Tuesday,5,18,12.984962,80.21913,Velachery,Medium,26-35,Male,No,None,No,Low Risk
CR-04733,Robbery,2024-12-30,18:07,Monday,12,18,12.928158,80.103103,Tambaram,High,26-35,Female,No,None,No,Medium Risk
CR-04734,Drug Offense,2024-08-03,20:53,Saturday,8,20,12.960755,80.157815,Chromepet,Medium,36-45,Male,Yes,Firearm,No,High Risk
CR-04735,Theft,2023-05-22,22:36,Monday,5,22,12.931017,80.091624,Tambaram,Low,36-45,Male,No,None,No,Low Risk
CR-04736,Vandalism,2022-10-01,11:41,Saturday,10,11,12.999401,80.204534,Guindy,Low,18-25,Male,No,Knife,No,Low Risk
CR-04737,Theft,2021-01-30,09:37,Saturday,1,9,13.08838,80.207504,Anna Nagar,Low,26-35,Male,Yes,None,No,Low Risk
CR-04738,Assault,2024-03-10,09:06,Sunday,3,9,13.078486,80.259622,Egmore,High,18-25,Male,No,Blunt Object,No,Medium Risk
CR-04739,Assault,2024-09-26,12:19,Thursday,9,12,13.093109,80.213763,Anna Nagar,High,18-25,Male,Yes,Knife,No,High Risk
CR-04740,Vandalism,2022-07-06,20:30,Wednesday,7,20,13.037173,80.157154,Porur,Low,26-35,Male,No,Blunt Object,No,Medium Risk
CR-04741,Fraud,2021-05-08,21:53,Saturday,5,21,13.033357,80.236626,T. Nagar,Medium,18-25,Male,Yes,None,Yes,Medium Risk
CR-04742,Burglary,2022-05-19,09:35,Thursday,5,9,12.642043,80.193343,Mamallapuram,Medium,26-35,Male,Yes,None,Yes,Medium Risk
CR-04743,Assault,2023-05-23,12:03,Tuesday,5,12,12.9866,80.212115,Velachery,High,46+,Male,Yes,Firearm,No,High Risk
CR-04744,Fraud,2021-09-15,19:08,Wednesday,9,19,12.937264,80.16587,Chromepet,Medium,18-25,Male,No,Blunt Object,No,Medium Risk
CR-04745,Robbery,2023-12-09,19:57,Saturday,12,19,12.999139,80.239767,Adyar,High,26-35,Male,Yes,Knife,Yes,High Risk
CR-04746,Assault,2024-07-14,21:44,Sunday,7,21,13.082485,80.213148,Anna Nagar,High,46+,Male,No,Blunt Object,No,High Risk
CR-04747,Fraud,2023-02-05,10:58,Sunday,2,10,12.934067,80.107678,Tambaram,Medium,18-25,Male,Yes,None,Yes,Medium Risk
CR-04748,Vandalism,2022-08-07,13:20,Sunday,8,13,12.93853,80.146242,Chromepet,Low,46+,Male,No,Knife,No,Low Risk
CR-04749,Robbery,2024-01-23,14:32,Tuesday,1,14,12.904164,80.241109,Sholinganallur,High,26-35,Female,Yes,Firearm,No,High Risk
CR-04750,Robbery,2021-02-16,00:14,Tuesday,2,0,12.998868,80.228677,Guindy,High,46+,Female,Yes,Blunt Object,No,High Risk
CR-04751,Drug Offense,2022-03-26,18:21,Saturday,3,18,12.926887,80.091657,Tambaram,Medium,26-35,Male,No,None,Yes,Low Risk
CR-04752,Assault,2024-05-28,17:59,Tuesday,5,17,13.073011,80.207064,Anna Nagar,High,18-25,Male,Yes,Knife,Yes,High Risk
CR-04753,Robbery,2022-08-11,12:22,Thursday,8,12,13.063571,80.247058,Egmore,High,18-25,Male,No,Firearm,No,Medium Risk
CR-04754,Robbery,2023-07-01,20:03,Saturday,7,20,13.00744,80.267705,Adyar,High,26-35,Male,Yes,Knife,No,High Risk
CR-04755,Kidnapping,2021-06-23,13:41,Wednesday,6,13,13.036196,80.242136,T. Nagar,High,26-35,Male,No,None,No,Medium Risk
CR-04756,Theft,2023-09-25,13:08,Monday,9,13,12.980572,80.210633,Velachery,Low,36-45,Female,Yes,None,No,Low Risk
CR-04757,Burglary,2022-06-20,11:56,Monday,6,11,13.037974,80.216487,T. Nagar,Medium,36-45,Female,No,None,No,Low Risk
CR-04758,Assault,2024-10-16,13:24,Wednesday,10,13,13.008172,80.258062,Adyar,High,18-25,Male,No,Knife,No,Medium Risk
CR-04759,Fraud,2023-01-23,08:04,Monday,1,8,13.037091,80.149638,Porur,Medium,36-45,Male,No,None,No,Medium Risk
CR-04760,Assault,2024-10-06,20:52,Sunday,10,20,12.998248,80.263725,Adyar,High,46+,Male,No,Blunt Object,No,High Risk
CR-04761,Burglary,2024-11-15,19:48,Friday,11,19,12.999395,80.249159,Adyar,Medium,36-45,Female,Yes,None,Yes,Medium Risk
CR-04762,Theft,2023-11-08,14:31,Wednesday,11,14,12.995559,80.219541,Velachery,Low,26-35,Female,No,Knife,No,Low Risk
CR-04763,Burglary,2023-04-08,19:44,Saturday,4,19,13.084275,80.199577,Anna Nagar,Medium,26-35,Female,No,None,Yes,Low Risk
CR-04764,Vandalism,2021-12-29,06:14,Wednesday,12,6,13.084163,80.215395,Anna Nagar,Low,18-25,Male,No,None,No,Low Risk
CR-04765,Cybercrime,2024-08-02,08:10,Friday,8,8,13.006938,80.238555,Adyar,Medium,18-25,Female,No,None,Yes,Low Risk
CR-04766,Robbery,2023-11-28,18:01,Tuesday,11,18,13.022834,80.231607,T. Nagar,High,26-35,Male,No,None,Yes,Medium Risk
CR-04767,Theft,2023-08-31,07:46,Thursday,8,7,12.975632,80.2172,Velachery,Low,46+,Male,Yes,None,No,Low Risk
CR-04768,Cybercrime,2022-10-01,09:50,Saturday,10,9,12.989319,80.246806,Adyar,Medium,18-25,Male,Yes,None,No,Medium Risk
CR-04769,Theft,2024-09-13,06:19,Friday,9,6,12.931362,80.093778,Tambaram,Low,26-35,Male,No,None,No,Low Risk
CR-04770,Assault,2021-09-24,20:17,Friday,9,20,13.042358,80.228247,T. Nagar,High,18-25,Male,Yes,Knife,Yes,High Risk
CR-04771,Theft,2023-07-05,17:16,Wednesday,7,17,13.041676,80.235268,T. Nagar,Low,46+,Male,No,None,Yes,Low Risk
CR-04772,Theft,2024-10-17,11:21,Thursday,10,11,13.082247,80.218776,Anna Nagar,Low,26-35,Male,Yes,None,No,Low Risk
CR-04773,Theft,2022-12-26,21:53,Monday,12,21,12.942894,80.153841,Chromepet,Low,26-35,Male,Yes,None,No,Medium Risk
CR-04774,Assault,2021-05-09,18:33,Sunday,5,18,12.636147,80.186506,Mamallapuram,High,18-25,Male,Yes,None,Yes,Medium Risk
CR-04775,Assault,2023-03-03,14:24,Friday,3,14,13.089908,80.204637,Anna Nagar,High,26-35,Male,Yes,None,Yes,Medium Risk
CR-04776,Burglary,2023-05-24,11:10,Wednesday,5,11,13.080029,80.257517,Egmore,Medium,36-45,Male,No,None,Yes,Low Risk
CR-04777,Burglary,2024-06-30,21:09,Sunday,6,21,13.030699,80.149539,Porur,Medium,46+,Male,Yes,Knife,No,High Risk
CR-04778,Drug Offense,2024-11-01,20:50,Friday,11,20,13.046043,80.245007,T. Nagar,Medium,46+,Male,No,None,Yes,Medium Risk
CR-04779,Theft,2023-04-03,17:47,Monday,4,17,12.906135,80.229793,Sholinganallur,Low,18-25,Male,No,None,Yes,Low Risk
CR-04780,Theft,2023-11-01,22:01,Wednesday,11,22,12.926349,80.106845,Tambaram,Low,36-45,Female,No,Firearm,No,Medium Risk
CR-04781,Fraud,2022-06-06,01:01,Monday,6,1,13.004356,80.274429,Adyar,Medium,36-45,Male,Yes,None,No,Medium Risk
CR-04782,Drug Offense,2022-04-30,20:26,Saturday,4,20,13.030577,80.15251,Porur,Medium,46+,Male,No,None,Yes,Low Risk
CR-04783,Robbery,2021-03-13,13:36,Saturday,3,13,12.916577,80.099292,Tambaram,High,46+,Female,Yes,Blunt Object,Yes,High Risk
CR-04784,Fraud,2022-11-15,18:21,Tuesday,11,18,13.087357,80.219319,Anna Nagar,Medium,26-35,Female,No,None,No,Low Risk
CR-04785,Drug Offense,2021-03-16,18:47,Tuesday,3,18,13.041575,80.229961,T. Nagar,Medium,18-25,Male,Yes,Firearm,Yes,High Risk
CR-04786,Drug Offense,2023-09-03,21:27,Sunday,9,21,13.055571,80.274913,Mylapore,Medium,26-35,Female,No,Blunt Object,No,Medium Risk
CR-04787,Vandalism,2022-11-06,11:28,Sunday,11,11,13.040154,80.230023,T. Nagar,Low,46+,Male,No,Blunt Object,No,Low Risk
CR-04788,Vandalism,2023-07-22,18:39,Saturday,7,18,12.943985,80.137189,Chromepet,Low,18-25,Male,No,Knife,Yes,Low Risk
CR-04789,Assault,2024-06-09,16:26,Sunday,6,16,12.958441,80.140605,Chromepet,High,18-25,Male,No,None,No,Medium Risk
CR-04790,Theft,2023-01-26,18:19,Thursday,1,18,13.03695,80.148727,Porur,Low,26-35,Male,No,None,No,Low Risk
CR-04791,Robbery,2021-02-16,20:09,Tuesday,2,20,12.922157,80.093319,Tambaram,High,36-45,Male,No,Firearm,Yes,High Risk
CR-04792,Cybercrime,2021-10-13,12:30,Wednesday,10,12,13.079842,80.19212,Anna Nagar,Medium,46+,Male,Yes,None,Yes,Medium Risk
CR-04793,Cybercrime,2024-10-21,22:53,Monday,10,22,13.038704,80.163249,Porur,Medium,18-25,Male,No,None,No,Medium Risk
CR-04794,Robbery,2024-09-14,10:02,Saturday,9,10,13.078767,80.201934,Anna Nagar,High,26-35,Male,Yes,Firearm,No,High Risk
CR-04795,Theft,2024-06-29,19:12,Saturday,6,19,13.01723,80.230517,Guindy,Low,46+,Male,Yes,None,Yes,Medium Risk
CR-04796,Drug Offense,2024-03-23,09:48,Saturday,3,9,13.056943,80.277173,Mylapore,Medium,26-35,Male,No,None,No,Low Risk
CR-04797,Fraud,2023-03-13,02:03,Monday,3,2,13.003477,80.237997,Guindy,Medium,36-45,Male,No,None,No,Medium Risk
CR-04798,Robbery,2022-05-24,12:52,Tuesday,5,12,13.042779,80.273422,Mylapore,High,36-45,Male,Yes,Blunt Object,No,High Risk
CR-04799,Theft,2024-06-23,13:56,Sunday,6,13,12.99528,80.257473,Adyar,Low,18-25,Male,Yes,None,No,Medium Risk
CR-04800,Assault,2023-04-19,22:42,Wednesday,4,22,13.085714,80.208585,Anna Nagar,High,18-25,Female,No,None,Yes,Medium Risk
CR-04801,Assault,2023-09-24,21:37,Sunday,9,21,12.92411,80.102464,Tambaram,High,18-25,Female,Yes,Knife,No,High Risk
CR-04802,Robbery,2023-06-15,15:39,Thursday,6,15,13.065066,80.218662,Anna Nagar,High,26-35,Female,No,Knife,Yes,Medium Risk
CR-04803,Drug Offense,2022-11-21,17:45,Monday,11,17,13.048526,80.226822,T. Nagar,Medium,18-25,Male,Yes,Firearm,Yes,High Risk
CR-04804,Drug Offense,2023-04-20,16:58,Thursday,4,16,13.04063,80.232949,T. Nagar,Medium,18-25,Male,Yes,Firearm,No,Medium Risk
CR-04805,Burglary,2023-08-20,04:42,Sunday,8,4,13.002214,80.255236,Adyar,Medium,36-45,Male,No,None,No,Medium Risk
CR-04806,Theft,2021-07-14,13:23,Wednesday,7,13,12.98326,80.215033,Velachery,Low,18-25,Male,Yes,None,No,Low Risk
CR-04807,Kidnapping,2023-11-15,20:21,Wednesday,11,20,13.039486,80.230358,T. Nagar,High,36-45,Male,No,None,Yes,Medium Risk
CR-04808,Vandalism,2024-08-18,11:40,Sunday,8,11,12.629386,80.205097,Mamallapuram,Low,18-25,Male,Yes,None,Yes,Low Risk
CR-04809,Burglary,2022-11-10,00:29,Thursday,11,0,13.006646,80.253205,Adyar,Medium,18-25,Male,No,None,No,Low Risk
CR-04810,Theft,2022-08-13,19:48,Saturday,8,19,13.087999,80.218214,Anna Nagar,Low,26-35,Male,Yes,None,No,Low Risk
CR-04811,Assault,2024-11-10,13:57,Sunday,11,13,13.044688,80.243264,T. Nagar,High,26-35,Male,No,None,No,Medium Risk
CR-04812,Burglary,2023-12-03,22:05,Sunday,12,22,13.040857,80.220377,T. Nagar,Medium,26-35,Male,Yes,Blunt Object,Yes,High Risk
CR-04813,Assault,2021-02-22,10:30,Monday,2,10,12.954446,80.140392,Chromepet,High,18-25,Female,No,Blunt Object,Yes,Medium Risk
CR-04814,Assault,2023-04-16,22:42,Sunday,4,22,12.997358,80.239605,Adyar,High,26-35,Male,No,Knife,No,High Risk
CR-04815,Drug Offense,2021-10-11,16:39,Monday,10,16,13.049116,80.219039,T. Nagar,Medium,26-35,Male,No,None,Yes,Low Risk
CR-04816,Homicide,2022-08-20,20:28,Saturday,8,20,12.955417,80.146103,Chromepet,High,36-45,Male,No,Knife,Yes,High Risk
CR-04817,Assault,2023-04-08,23:15,Saturday,4,23,13.043411,80.248043,T. Nagar,High,18-25,Male,No,None,No,Medium Risk
CR-04818,Cybercrime,2022-07-21,14:59,Thursday,7,14,13.030329,80.219656,T. Nagar,Medium,26-35,Female,Yes,None,Yes,Low Risk
CR-04819,Burglary,2022-02-12,00:52,Saturday,2,0,12.920283,80.098584,Tambaram,Medium,26-35,Female,No,Knife,Yes,High Risk
CR-04820,Theft,2023-10-20,16:46,Friday,10,16,12.91333,80.101958,Tambaram,Low,36-45,Male,Yes,Knife,No,Medium Risk
CR-04821,Robbery,2022-06-28,18:35,Tuesday,6,18,12.971249,80.225283,Velachery,High,18-25,Male,Yes,Blunt Object,No,High Risk
CR-04822,Theft,2021-04-17,22:20,Saturday,4,22,13.033785,80.276662,Mylapore,Low,18-25,Male,Yes,None,Yes,Medium Risk
